model,llc_value
checkpoints/sort_mid_decay_l1_activation.pth_118,1.8691896
checkpoints/sort_mid_decay_l1_activation.pth_119,1.4724883
checkpoints/sort_mid_decay_l1_activation.pth_120,2.156775
checkpoints/sort_mid_decay_l1_activation.pth_121,1.0201231
checkpoints/sort_mid_decay_l1_activation.pth_122,0.87690854
checkpoints/sort_mid_decay_l1_activation.pth_123,1.6318761
checkpoints/sort_mid_decay_l1_activation.pth_124,1.8104002
checkpoints/sort_mid_decay_l1_activation.pth_125,0.8461862
checkpoints/sort_mid_decay_l1_activation.pth_126,0.6413424
checkpoints/sort_mid_decay_l1_activation.pth_127,1.647477
checkpoints/sort_mid_decay_l1_activation.pth_128,1.4571303
checkpoints/sort_mid_decay_l1_activation.pth_129,0.77128506
checkpoints/sort_mid_decay_l1_activation.pth_130,2.1553943
checkpoints/sort_mid_decay_l1_activation.pth_131,0.85667163
checkpoints/sort_mid_decay_l1_activation.pth_132,1.686252
checkpoints/sort_mid_decay_l1_activation.pth_133,2.3125577
checkpoints/sort_mid_decay_l1_activation.pth_134,1.0778863
checkpoints/sort_mid_decay_l1_activation.pth_135,1.916026
checkpoints/sort_mid_decay_l1_activation.pth_136,0.9989754
checkpoints/sort_mid_decay_l1_activation.pth_137,1.249461
checkpoints/sort_mid_decay_l1_activation.pth_138,1.3532557
checkpoints/sort_mid_decay_l1_activation.pth_139,0.7774541
checkpoints/sort_mid_decay_l1_activation.pth_140,1.1320584
checkpoints/sort_mid_decay_l1_activation.pth_141,1.3660269
checkpoints/sort_mid_decay_l1_activation.pth_142,1.144001
checkpoints/sort_mid_decay_l1_activation.pth_143,1.3443874
checkpoints/sort_mid_decay_l1_activation.pth_144,1.3670192
checkpoints/sort_mid_decay_l1_activation.pth_145,0.74055463
checkpoints/sort_mid_decay_l1_activation.pth_146,1.0624994
checkpoints/sort_mid_decay_l1_activation.pth_147,1.3326112
checkpoints/sort_mid_decay_l1_activation.pth_148,1.5818115
checkpoints/sort_mid_decay_l1_activation.pth_149,1.1076211
checkpoints/sort_mid_decay_l1_activation.pth_150,1.414028
checkpoints/sort_mid_decay_l1_activation.pth_151,0.5420515
checkpoints/sort_mid_decay_l1_activation.pth_152,1.5911942
checkpoints/sort_mid_decay_l1_activation.pth_153,0.21543515
checkpoints/sort_mid_decay_l1_activation.pth_154,1.3529114
checkpoints/sort_mid_decay_l1_activation.pth_155,0.29200462
checkpoints/sort_mid_decay_l1_activation.pth_156,0.7941278
checkpoints/sort_mid_decay_l1_activation.pth_157,1.525875
checkpoints/sort_mid_decay_l1_activation.pth_158,0.58569
checkpoints/sort_mid_decay_l1_activation.pth_159,1.9208537
checkpoints/sort_mid_decay_l1_activation.pth_160,0.0011235962
checkpoints/sort_mid_decay_l1_activation.pth_161,0.5419067
checkpoints/sort_mid_decay_l1_activation.pth_162,1.0269315
checkpoints/sort_mid_decay_l1_activation.pth_163,1.1276625
checkpoints/sort_mid_decay_l1_activation.pth_164,2.0358815
checkpoints/sort_mid_decay_l1_activation.pth_165,-0.54145133
checkpoints/sort_mid_decay_l1_activation.pth_166,0.56213427
checkpoints/sort_mid_decay_l1_activation.pth_167,1.2314553
checkpoints/sort_mid_decay_l1_activation.pth_168,1.4392265
checkpoints/sort_mid_decay_l1_activation.pth_169,1.1764535
checkpoints/sort_mid_decay_l1_activation.pth_170,-0.91992927
checkpoints/sort_mid_decay_l1_activation.pth_171,0.5891178
checkpoints/sort_mid_decay_l1_activation.pth_172,1.2846571
checkpoints/sort_mid_decay_l1_activation.pth_173,-1.1697807
checkpoints/sort_mid_decay_l1_activation.pth_174,0.5594124
checkpoints/sort_mid_decay_l1_activation.pth_175,1.4440249
checkpoints/sort_mid_decay_l1_activation.pth_176,1.2365917
checkpoints/sort_mid_decay_l1_activation.pth_177,0.41550496
checkpoints/sort_mid_decay_l1_activation.pth_178,0.2259873
checkpoints/sort_mid_decay_l1_activation.pth_179,0.26970214
checkpoints/sort_mid_decay_l1_activation.pth_180,-0.10378483
checkpoints/sort_mid_decay_l1_activation.pth_181,0.5147435
checkpoints/sort_mid_decay_l1_activation.pth_182,-0.46784672
checkpoints/sort_mid_decay_l1_activation.pth_183,0.1355292
checkpoints/sort_mid_decay_l1_activation.pth_184,-0.25003508
checkpoints/sort_mid_decay_l1_activation.pth_185,0.49236006
checkpoints/sort_mid_decay_l1_activation.pth_186,-0.5394295
checkpoints/sort_mid_decay_l1_activation.pth_187,1.3586876
checkpoints/sort_mid_decay_l1_activation.pth_188,-0.05059159
checkpoints/sort_mid_decay_l1_activation.pth_189,0.47066745
checkpoints/sort_mid_decay_l1_activation.pth_190,0.9864882
checkpoints/sort_mid_decay_l1_activation.pth_191,0.5897731
checkpoints/sort_mid_decay_l1_activation.pth_192,2.0142384
checkpoints/sort_mid_decay_l1_activation.pth_193,0.5762786
checkpoints/sort_mid_decay_l1_activation.pth_194,0.055180278
checkpoints/sort_mid_decay_l1_activation.pth_195,0.49221525
checkpoints/sort_mid_decay_l1_activation.pth_196,-0.62281036
checkpoints/sort_mid_decay_l1_activation.pth_197,1.1462747
checkpoints/sort_mid_decay_l1_activation.pth_198,1.4714034
checkpoints/sort_mid_decay_l1_activation.pth_199,-0.17497343
checkpoints/sort_mid_decay_l1_activation.pth_200,0.48760617
checkpoints/sort_mid_decay_l1_activation.pth_201,0.25852033
checkpoints/sort_mid_decay_l1_activation.pth_202,0.6509489
checkpoints/sort_mid_decay_l1_activation.pth_203,1.2988133
checkpoints/sort_mid_decay_l1_activation.pth_204,1.2598763
checkpoints/sort_mid_decay_l1_activation.pth_205,0.2138673
checkpoints/sort_mid_decay_l1_activation.pth_206,-1.2323997
checkpoints/sort_mid_decay_l1_activation.pth_207,0.2544091
checkpoints/sort_mid_decay_l1_activation.pth_208,0.1964672
checkpoints/sort_mid_decay_l1_activation.pth_209,0.03353993
checkpoints/sort_mid_decay_l1_activation.pth_210,0.81360626
checkpoints/sort_mid_decay_l1_activation.pth_211,-1.0585693
checkpoints/sort_mid_decay_l1_activation.pth_212,-0.45808455
checkpoints/sort_mid_decay_l1_activation.pth_213,0.5152556
checkpoints/sort_mid_decay_l1_activation.pth_214,0.80465215
checkpoints/sort_mid_decay_l1_activation.pth_215,1.1721975
checkpoints/sort_mid_decay_l1_activation.pth_216,-0.34112617
checkpoints/sort_mid_decay_l1_activation.pth_217,0.7777229
checkpoints/sort_mid_decay_l1_activation.pth_218,-0.107485004
checkpoints/sort_mid_decay_l1_activation.pth_219,-0.47986037
checkpoints/sort_mid_decay_l1_activation.pth_220,0.5392141
checkpoints/sort_mid_decay_l1_activation.pth_221,0.98851156
checkpoints/sort_mid_decay_l1_activation.pth_222,-0.0029729512
checkpoints/sort_mid_decay_l1_activation.pth_223,0.22344653
checkpoints/sort_mid_decay_l1_activation.pth_224,-0.14452815
checkpoints/sort_mid_decay_l1_activation.pth_225,-0.6882321
checkpoints/sort_mid_decay_l1_activation.pth_226,0.7214367
checkpoints/sort_mid_decay_l1_activation.pth_227,0.17095406
checkpoints/sort_mid_decay_l1_activation.pth_228,0.62439716
checkpoints/sort_mid_decay_l1_activation.pth_229,1.9118125
checkpoints/sort_mid_decay_l1_activation.pth_230,1.416631
checkpoints/sort_mid_decay_l1_activation.pth_231,-0.057746563
checkpoints/sort_mid_decay_l1_activation.pth_232,1.3489271
checkpoints/sort_mid_decay_l1_activation.pth_233,-0.22024281
checkpoints/sort_mid_decay_l1_activation.pth_234,-0.790764
checkpoints/sort_mid_decay_l1_activation.pth_235,-0.03853692
checkpoints/sort_mid_decay_l1_activation.pth_236,-0.50489056
checkpoints/sort_mid_decay_l1_activation.pth_237,-0.32346278
checkpoints/sort_mid_decay_l1_activation.pth_238,0.13300481
checkpoints/sort_mid_decay_l1_activation.pth_239,-1.1541634
checkpoints/sort_mid_decay_l1_activation.pth_240,0.590353
checkpoints/sort_mid_decay_l1_activation.pth_241,-0.3418107
checkpoints/sort_mid_decay_l1_activation.pth_242,0.3630127
checkpoints/sort_mid_decay_l1_activation.pth_243,-0.6237944
checkpoints/sort_mid_decay_l1_activation.pth_244,1.1822867
checkpoints/sort_mid_decay_l1_activation.pth_245,-1.4478743
checkpoints/sort_mid_decay_l1_activation.pth_246,0.35582438
checkpoints/sort_mid_decay_l1_activation.pth_247,-1.650281
checkpoints/sort_mid_decay_l1_activation.pth_248,0.30642724
checkpoints/sort_mid_decay_l1_activation.pth_249,-0.6280545
checkpoints/sort_mid_decay_l1_activation.pth_250,-0.029077962
checkpoints/sort_mid_decay_l1_activation.pth_251,-1.014627
checkpoints/sort_mid_decay_l1_activation.pth_252,0.8711064
checkpoints/sort_mid_decay_l1_activation.pth_253,-0.7187262
checkpoints/sort_mid_decay_l1_activation.pth_254,-0.31556082
checkpoints/sort_mid_decay_l1_activation.pth_255,-0.6472244
checkpoints/sort_mid_decay_l1_activation.pth_256,0.4769733
checkpoints/sort_mid_decay_l1_activation.pth_257,0.82645166
checkpoints/sort_mid_decay_l1_activation.pth_258,0.44924796
checkpoints/sort_mid_decay_l1_activation.pth_259,0.36375123
checkpoints/sort_mid_decay_l1_activation.pth_260,-1.0047569
checkpoints/sort_mid_decay_l1_activation.pth_261,-1.6002847
checkpoints/sort_mid_decay_l1_activation.pth_262,-0.574286
checkpoints/sort_mid_decay_l1_activation.pth_263,-2.5396864
checkpoints/sort_mid_decay_l1_activation.pth_264,0.10603269
checkpoints/sort_mid_decay_l1_activation.pth_265,-0.5242491
checkpoints/sort_mid_decay_l1_activation.pth_266,0.47810808
checkpoints/sort_mid_decay_l1_activation.pth_267,-0.14260821
checkpoints/sort_mid_decay_l1_activation.pth_268,0.82716644
checkpoints/sort_mid_decay_l1_activation.pth_269,-0.46924064
checkpoints/sort_mid_decay_l1_activation.pth_270,-0.36048576
checkpoints/sort_mid_decay_l1_activation.pth_271,0.022809347
checkpoints/sort_mid_decay_l1_activation.pth_272,-0.27701885
checkpoints/sort_mid_decay_l1_activation.pth_273,-0.50001913
checkpoints/sort_mid_decay_l1_activation.pth_274,-0.82360476
checkpoints/sort_mid_decay_l1_activation.pth_275,-0.358606
checkpoints/sort_mid_decay_l1_activation.pth_276,0.8301398
checkpoints/sort_mid_decay_l1_activation.pth_277,-0.7066437
checkpoints/sort_mid_decay_l1_activation.pth_278,-1.0081519
checkpoints/sort_mid_decay_l1_activation.pth_279,-1.0640246
checkpoints/sort_mid_decay_l1_activation.pth_280,-1.7968808
checkpoints/sort_mid_decay_l1_activation.pth_281,-1.2538519
checkpoints/sort_mid_decay_l1_activation.pth_282,-0.20964818
checkpoints/sort_mid_decay_l1_activation.pth_283,0.5967988
checkpoints/sort_mid_decay_l1_activation.pth_284,-0.19774088
checkpoints/sort_mid_decay_l1_activation.pth_285,-1.243494
checkpoints/sort_mid_decay_l1_activation.pth_286,0.2361474
checkpoints/sort_mid_decay_l1_activation.pth_287,1.3758575
checkpoints/sort_mid_decay_l1_activation.pth_288,0.14410642
checkpoints/sort_mid_decay_l1_activation.pth_289,-0.9488497
checkpoints/sort_mid_decay_l1_activation.pth_290,0.04608494
checkpoints/sort_mid_decay_l1_activation.pth_291,0.040547486
checkpoints/sort_mid_decay_l1_activation.pth_292,1.2219371
checkpoints/sort_mid_decay_l1_activation.pth_293,-1.1116863
checkpoints/sort_mid_decay_l1_activation.pth_294,-1.9493452
checkpoints/sort_mid_decay_l1_activation.pth_295,-0.38452345
checkpoints/sort_mid_decay_l1_activation.pth_296,-2.659994
checkpoints/sort_mid_decay_l1_activation.pth_297,-0.25846797
checkpoints/sort_mid_decay_l1_activation.pth_298,-0.30632797
checkpoints/sort_mid_decay_l1_activation.pth_299,-1.4509207
checkpoints/sort_high_decay_l1_activation.pth_30,1.6301248
checkpoints/sort_high_decay_l1_activation.pth_31,1.3388996
checkpoints/sort_high_decay_l1_activation.pth_32,1.8333753
checkpoints/sort_high_decay_l1_activation.pth_33,1.936364
checkpoints/sort_high_decay_l1_activation.pth_34,1.4879386
checkpoints/sort_high_decay_l1_activation.pth_35,1.467623
checkpoints/sort_high_decay_l1_activation.pth_36,1.5115579
checkpoints/sort_high_decay_l1_activation.pth_37,1.3343745
checkpoints/sort_high_decay_l1_activation.pth_38,1.3274126
checkpoints/sort_high_decay_l1_activation.pth_39,1.6808205
checkpoints/sort_high_decay_l1_activation.pth_40,1.7262557
checkpoints/sort_high_decay_l1_activation.pth_41,1.3766689
checkpoints/sort_high_decay_l1_activation.pth_42,1.5896326
checkpoints/sort_high_decay_l1_activation.pth_43,1.6542406
checkpoints/sort_high_decay_l1_activation.pth_44,1.6852988
checkpoints/sort_high_decay_l1_activation.pth_45,1.4153473
checkpoints/sort_high_decay_l1_activation.pth_46,1.5100068
checkpoints/sort_high_decay_l1_activation.pth_47,1.3879635
checkpoints/sort_high_decay_l1_activation.pth_48,1.4339617
checkpoints/sort_high_decay_l1_activation.pth_49,1.6021712
checkpoints/sort_high_decay_l1_activation.pth_50,1.3702266
checkpoints/sort_high_decay_l1_activation.pth_51,0.8571798
checkpoints/sort_high_decay_l1_activation.pth_52,2.2576058
checkpoints/sort_high_decay_l1_activation.pth_53,1.3085687
checkpoints/sort_high_decay_l1_activation.pth_54,1.0451673
checkpoints/sort_high_decay_l1_activation.pth_55,1.5613863
checkpoints/sort_high_decay_l1_activation.pth_56,1.4941708
checkpoints/sort_high_decay_l1_activation.pth_57,1.2282238
checkpoints/sort_high_decay_l1_activation.pth_58,1.4378421
checkpoints/sort_high_decay_l1_activation.pth_59,1.8717054
checkpoints/sort_high_decay_l1_activation.pth_60,1.9667126
checkpoints/sort_high_decay_l1_activation.pth_61,0.89828044
checkpoints/sort_high_decay_l1_activation.pth_62,1.8669223
checkpoints/sort_high_decay_l1_activation.pth_63,1.9615866
checkpoints/sort_high_decay_l1_activation.pth_64,2.0889094
checkpoints/sort_high_decay_l1_activation.pth_65,2.1436205
checkpoints/sort_high_decay_l1_activation.pth_66,1.6822268
checkpoints/sort_high_decay_l1_activation.pth_67,1.5041416
checkpoints/sort_high_decay_l1_activation.pth_68,1.3074721
checkpoints/sort_high_decay_l1_activation.pth_69,1.829166
checkpoints/sort_high_decay_l1_activation.pth_70,2.364647
checkpoints/sort_high_decay_l1_activation.pth_71,2.0765254
checkpoints/sort_high_decay_l1_activation.pth_72,1.460508
checkpoints/sort_high_decay_l1_activation.pth_73,1.1902151
checkpoints/sort_high_decay_l1_activation.pth_74,1.8567678
checkpoints/sort_high_decay_l1_activation.pth_75,0.99412566
checkpoints/sort_high_decay_l1_activation.pth_76,1.70622
checkpoints/sort_high_decay_l1_activation.pth_77,2.0513222
checkpoints/sort_high_decay_l1_activation.pth_78,1.6433626
checkpoints/sort_high_decay_l1_activation.pth_79,1.8858423
checkpoints/sort_high_decay_l1_activation.pth_80,2.0786622
checkpoints/sort_high_decay_l1_activation.pth_81,2.0059147
checkpoints/sort_high_decay_l1_activation.pth_82,1.8661383
checkpoints/sort_high_decay_l1_activation.pth_83,2.633221
checkpoints/sort_high_decay_l1_activation.pth_84,2.0120478
checkpoints/sort_high_decay_l1_activation.pth_85,1.8969685
checkpoints/sort_high_decay_l1_activation.pth_86,1.7003405
checkpoints/sort_high_decay_l1_activation.pth_87,1.7381175
checkpoints/sort_high_decay_l1_activation.pth_88,2.1178057
checkpoints/sort_high_decay_l1_activation.pth_89,2.0801768
checkpoints/sort_high_decay_l1_activation.pth_90,1.794258
checkpoints/sort_high_decay_l1_activation.pth_91,1.5579069
checkpoints/sort_high_decay_l1_activation.pth_92,2.639339
checkpoints/sort_high_decay_l1_activation.pth_93,2.4391086
checkpoints/sort_high_decay_l1_activation.pth_94,1.8791531
checkpoints/sort_high_decay_l1_activation.pth_95,0.8184225
checkpoints/sort_high_decay_l1_activation.pth_96,2.050302
checkpoints/sort_high_decay_l1_activation.pth_97,2.0432262
checkpoints/sort_high_decay_l1_activation.pth_98,1.2674148
checkpoints/sort_high_decay_l1_activation.pth_99,1.6165241
checkpoints/sort_high_decay_l1_activation.pth_100,1.9114394
checkpoints/sort_high_decay_l1_activation.pth_101,2.5200408
checkpoints/sort_high_decay_l1_activation.pth_102,1.9007757
checkpoints/sort_high_decay_l1_activation.pth_103,2.27687
checkpoints/sort_high_decay_l1_activation.pth_104,1.266744
checkpoints/sort_high_decay_l1_activation.pth_105,1.620843
checkpoints/sort_high_decay_l1_activation.pth_106,1.5480853
checkpoints/sort_high_decay_l1_activation.pth_107,1.221408
checkpoints/sort_high_decay_l1_activation.pth_108,1.9339427
checkpoints/sort_high_decay_l1_activation.pth_109,1.3184543
checkpoints/sort_high_decay_l1_activation.pth_110,1.9384297
checkpoints/sort_high_decay_l1_activation.pth_111,1.8049095
checkpoints/sort_high_decay_l1_activation.pth_112,1.7354317
checkpoints/sort_high_decay_l1_activation.pth_113,2.230131
checkpoints/sort_high_decay_l1_activation.pth_114,1.7147565
checkpoints/sort_high_decay_l1_activation.pth_115,1.4723222
checkpoints/sort_high_decay_l1_activation.pth_116,1.8394241
checkpoints/sort_high_decay_l1_activation.pth_117,1.8284792
checkpoints/sort_high_decay_l1_activation.pth_118,2.189271
checkpoints/sort_high_decay_l1_activation.pth_119,1.6601851
checkpoints/sort_high_decay_l1_activation.pth_120,2.0787096
checkpoints/sort_high_decay_l1_activation.pth_121,1.9827554
checkpoints/sort_high_decay_l1_activation.pth_122,2.2498405
checkpoints/sort_high_decay_l1_activation.pth_123,1.891554
checkpoints/sort_high_decay_l1_activation.pth_124,1.7562438
checkpoints/sort_high_decay_l1_activation.pth_125,1.4765295
checkpoints/sort_high_decay_l1_activation.pth_126,1.9444209
checkpoints/sort_high_decay_l1_activation.pth_127,1.5661639
checkpoints/sort_high_decay_l1_activation.pth_128,1.5241828
checkpoints/sort_high_decay_l1_activation.pth_129,1.4510376
checkpoints/sort_high_decay_l1_activation.pth_130,1.1413592
checkpoints/sort_high_decay_l1_activation.pth_131,1.7517669
checkpoints/sort_high_decay_l1_activation.pth_132,2.0644548
checkpoints/sort_high_decay_l1_activation.pth_133,1.8858099
checkpoints/sort_high_decay_l1_activation.pth_134,2.1084812
checkpoints/sort_high_decay_l1_activation.pth_135,1.4772614
checkpoints/sort_high_decay_l1_activation.pth_136,2.237165
checkpoints/sort_high_decay_l1_activation.pth_137,1.4048952
checkpoints/sort_high_decay_l1_activation.pth_138,1.8896904
checkpoints/sort_high_decay_l1_activation.pth_139,1.8378301
checkpoints/sort_high_decay_l1_activation.pth_140,2.1957266
checkpoints/sort_high_decay_l1_activation.pth_141,2.3249002
checkpoints/sort_high_decay_l1_activation.pth_142,2.4174206
checkpoints/sort_high_decay_l1_activation.pth_143,1.7015243
checkpoints/sort_high_decay_l1_activation.pth_144,2.0624146
checkpoints/sort_high_decay_l1_activation.pth_145,1.1552248
checkpoints/sort_high_decay_l1_activation.pth_146,1.2822831
checkpoints/sort_high_decay_l1_activation.pth_147,1.2262279
checkpoints/sort_high_decay_l1_activation.pth_148,2.6183403
checkpoints/sort_high_decay_l1_activation.pth_149,2.0955033
checkpoints/sort_high_decay_l1_activation.pth_150,0.9526988
checkpoints/sort_high_decay_l1_activation.pth_151,1.5086037
checkpoints/sort_high_decay_l1_activation.pth_152,1.6208192
checkpoints/sort_high_decay_l1_activation.pth_153,0.897705
checkpoints/sort_high_decay_l1_activation.pth_154,1.7372195
checkpoints/sort_high_decay_l1_activation.pth_155,1.1068219
checkpoints/sort_high_decay_l1_activation.pth_156,2.4534996
checkpoints/sort_high_decay_l1_activation.pth_157,1.5462245
checkpoints/sort_high_decay_l1_activation.pth_158,1.7748884
checkpoints/sort_high_decay_l1_activation.pth_159,2.4166145
checkpoints/sort_high_decay_l1_activation.pth_160,2.072051
checkpoints/sort_high_decay_l1_activation.pth_161,2.5923455
checkpoints/sort_high_decay_l1_activation.pth_162,1.7188706
checkpoints/sort_high_decay_l1_activation.pth_163,1.8037057
checkpoints/sort_high_decay_l1_activation.pth_164,0.32383648
checkpoints/sort_high_decay_l1_activation.pth_165,2.0430923
checkpoints/sort_high_decay_l1_activation.pth_166,1.7706269
checkpoints/sort_high_decay_l1_activation.pth_167,0.83607197
checkpoints/sort_high_decay_l1_activation.pth_168,1.7194594
checkpoints/sort_high_decay_l1_activation.pth_169,0.7240954
checkpoints/sort_high_decay_l1_activation.pth_170,1.3012465
checkpoints/sort_high_decay_l1_activation.pth_171,1.7892015
checkpoints/sort_high_decay_l1_activation.pth_172,0.9243025
checkpoints/sort_high_decay_l1_activation.pth_173,2.1356587
checkpoints/sort_high_decay_l1_activation.pth_174,1.5308636
checkpoints/sort_high_decay_l1_activation.pth_175,1.8124456
checkpoints/sort_high_decay_l1_activation.pth_176,1.18557
checkpoints/sort_high_decay_l1_activation.pth_177,1.1692268
checkpoints/sort_high_decay_l1_activation.pth_178,1.0682752
checkpoints/sort_high_decay_l1_activation.pth_179,1.2382822
checkpoints/sort_high_decay_l1_activation.pth_180,0.4527884
checkpoints/sort_high_decay_l1_activation.pth_181,1.726036
checkpoints/sort_high_decay_l1_activation.pth_182,1.42577
checkpoints/sort_high_decay_l1_activation.pth_183,1.1082684
checkpoints/sort_high_decay_l1_activation.pth_184,1.5215453
checkpoints/sort_high_decay_l1_activation.pth_185,1.2351304
checkpoints/sort_high_decay_l1_activation.pth_186,1.5649971
checkpoints/sort_high_decay_l1_activation.pth_187,1.5756488
checkpoints/sort_high_decay_l1_activation.pth_188,1.5406222
checkpoints/sort_high_decay_l1_activation.pth_189,1.0779638
checkpoints/sort_high_decay_l1_activation.pth_190,2.11828
checkpoints/sort_high_decay_l1_activation.pth_191,0.8550464
checkpoints/sort_high_decay_l1_activation.pth_192,1.0845155
checkpoints/sort_high_decay_l1_activation.pth_193,2.4461496
checkpoints/sort_high_decay_l1_activation.pth_194,2.1700723
checkpoints/sort_high_decay_l1_activation.pth_195,1.5128781
checkpoints/sort_high_decay_l1_activation.pth_196,1.8123504
checkpoints/sort_high_decay_l1_activation.pth_197,1.5825342
checkpoints/sort_high_decay_l1_activation.pth_198,-0.07804771
checkpoints/sort_high_decay_l1_activation.pth_199,2.0044844
checkpoints/sort_high_decay_l1_activation.pth_200,1.5321896
checkpoints/sort_high_decay_l1_activation.pth_201,2.0340111
checkpoints/sort_high_decay_l1_activation.pth_202,2.3018816
checkpoints/sort_high_decay_l1_activation.pth_203,3.1936665
checkpoints/sort_high_decay_l1_activation.pth_204,1.9093649
checkpoints/sort_high_decay_l1_activation.pth_205,1.1714863
checkpoints/sort_high_decay_l1_activation.pth_206,0.1933683
checkpoints/sort_high_decay_l1_activation.pth_207,1.6795142
checkpoints/sort_high_decay_l1_activation.pth_208,0.22219585
checkpoints/sort_high_decay_l1_activation.pth_209,1.796075
checkpoints/sort_high_decay_l1_activation.pth_210,2.142939
checkpoints/sort_high_decay_l1_activation.pth_211,1.8331124
checkpoints/sort_high_decay_l1_activation.pth_212,1.5039035
checkpoints/sort_high_decay_l1_activation.pth_213,0.8955666
checkpoints/sort_high_decay_l1_activation.pth_214,1.1358439
checkpoints/sort_high_decay_l1_activation.pth_215,3.122292
checkpoints/sort_high_decay_l1_activation.pth_216,1.8619183
checkpoints/sort_high_decay_l1_activation.pth_217,3.481989
checkpoints/sort_high_decay_l1_activation.pth_218,1.4925048
checkpoints/sort_high_decay_l1_activation.pth_219,1.8733314
checkpoints/sort_high_decay_l1_activation.pth_220,1.2152352
checkpoints/sort_high_decay_l1_activation.pth_221,1.0661916
checkpoints/sort_high_decay_l1_activation.pth_222,1.0900937
checkpoints/sort_high_decay_l1_activation.pth_223,0.3938239
checkpoints/sort_high_decay_l1_activation.pth_224,1.1018955
checkpoints/sort_high_decay_l1_activation.pth_225,0.9311717
checkpoints/sort_high_decay_l1_activation.pth_226,2.3077035
checkpoints/sort_high_decay_l1_activation.pth_227,0.53309005
checkpoints/sort_high_decay_l1_activation.pth_228,2.0224555
checkpoints/sort_high_decay_l1_activation.pth_229,0.9959546
checkpoints/sort_high_decay_l1_activation.pth_230,0.8162272
checkpoints/sort_high_decay_l1_activation.pth_231,1.1041015
checkpoints/sort_high_decay_l1_activation.pth_232,2.5960364
checkpoints/sort_high_decay_l1_activation.pth_233,0.6904284
checkpoints/sort_high_decay_l1_activation.pth_234,1.622101
checkpoints/sort_high_decay_l1_activation.pth_235,1.7827129
checkpoints/sort_high_decay_l1_activation.pth_236,1.3942109
checkpoints/sort_high_decay_l1_activation.pth_237,0.6876774
checkpoints/sort_high_decay_l1_activation.pth_238,1.2296574
checkpoints/sort_high_decay_l1_activation.pth_239,2.0829887
checkpoints/sort_high_decay_l1_activation.pth_240,1.4337248
checkpoints/sort_high_decay_l1_activation.pth_241,1.4266309
checkpoints/sort_high_decay_l1_activation.pth_242,1.1361319
checkpoints/sort_high_decay_l1_activation.pth_243,2.2891
checkpoints/sort_high_decay_l1_activation.pth_244,0.92353964
checkpoints/sort_high_decay_l1_activation.pth_245,1.5282661
checkpoints/sort_high_decay_l1_activation.pth_246,2.3939347
checkpoints/sort_high_decay_l1_activation.pth_247,0.9599492
checkpoints/sort_high_decay_l1_activation.pth_248,0.11173326
checkpoints/sort_high_decay_l1_activation.pth_249,0.40942007
checkpoints/sort_high_decay_l1_activation.pth_250,1.461318
checkpoints/sort_high_decay_l1_activation.pth_251,2.088133
checkpoints/sort_high_decay_l1_activation.pth_252,1.7005806
checkpoints/sort_high_decay_l1_activation.pth_253,-0.15728083
checkpoints/sort_high_decay_l1_activation.pth_254,1.4562829
checkpoints/sort_high_decay_l1_activation.pth_255,2.4551566
checkpoints/sort_high_decay_l1_activation.pth_256,2.2982862
checkpoints/sort_high_decay_l1_activation.pth_257,1.70266
checkpoints/sort_high_decay_l1_activation.pth_258,1.2469987
checkpoints/sort_high_decay_l1_activation.pth_259,1.7613806
checkpoints/sort_high_decay_l1_activation.pth_260,1.2052907
checkpoints/sort_high_decay_l1_activation.pth_261,0.5793785
checkpoints/sort_high_decay_l1_activation.pth_262,1.5927022
checkpoints/sort_high_decay_l1_activation.pth_263,1.5944414
checkpoints/sort_high_decay_l1_activation.pth_264,1.4863362
checkpoints/sort_high_decay_l1_activation.pth_265,2.225865
checkpoints/sort_high_decay_l1_activation.pth_266,1.1105125
checkpoints/sort_high_decay_l1_activation.pth_267,1.4784081
checkpoints/sort_high_decay_l1_activation.pth_268,1.7148517
checkpoints/sort_high_decay_l1_activation.pth_269,1.7485107
checkpoints/sort_high_decay_l1_activation.pth_270,1.5193068
checkpoints/sort_high_decay_l1_activation.pth_271,1.263111
checkpoints/sort_high_decay_l1_activation.pth_272,0.06384527
checkpoints/sort_high_decay_l1_activation.pth_273,2.1363328
checkpoints/sort_high_decay_l1_activation.pth_274,1.4666003
checkpoints/sort_high_decay_l1_activation.pth_275,1.0292903
checkpoints/sort_high_decay_l1_activation.pth_276,0.63192457
checkpoints/sort_high_decay_l1_activation.pth_277,1.4276764
checkpoints/sort_high_decay_l1_activation.pth_278,0.07397654
checkpoints/sort_high_decay_l1_activation.pth_279,1.7456478
checkpoints/sort_high_decay_l1_activation.pth_280,2.0643306
checkpoints/sort_high_decay_l1_activation.pth_281,2.2533054
checkpoints/sort_high_decay_l1_activation.pth_282,0.72302806
checkpoints/sort_high_decay_l1_activation.pth_283,0.9474144
checkpoints/sort_high_decay_l1_activation.pth_284,1.0153935
checkpoints/sort_high_decay_l1_activation.pth_285,2.3485496
checkpoints/sort_high_decay_l1_activation.pth_286,0.61840135
checkpoints/sort_high_decay_l1_activation.pth_287,0.81338805
checkpoints/sort_high_decay_l1_activation.pth_288,2.6090367
checkpoints/sort_high_decay_l1_activation.pth_289,0.50639695
checkpoints/sort_high_decay_l1_activation.pth_290,2.1925983
checkpoints/sort_high_decay_l1_activation.pth_291,1.4901735
checkpoints/sort_high_decay_l1_activation.pth_292,1.9932504
